text,card_number,date,full_name,amount,merchant
"On 1971-03-03, Aaron Mcknight paid $342.77 using card number 38883619689313 at Grant-Rosario.",38883619689313,1971-03-03,Aaron Mcknight,342.77,Grant-Rosario
"On 2019-11-20, Michael Thomas paid $682.35 using card number 5255247286333024 at Horton Group.",5255247286333024,2019-11-20,Michael Thomas,682.35,Horton Group
"On 1980-03-10, Keith Cervantes paid $410.27 using card number 341917920252130 at Harrison and Sons.",341917920252130,1980-03-10,Keith Cervantes,410.27,Harrison and Sons
"On 2000-11-30, James Henderson paid $173.39 using card number 3576570412009284 at Dawson, Scott and Armstrong.",3576570412009284,2000-11-30,James Henderson,173.39,"Dawson, Scott and Armstrong"
"On 2013-09-06, Julie Edwards paid $472.72 using card number 4624186236903628914 at Wilcox-Martin.",4624186236903628914,2013-09-06,Julie Edwards,472.72,Wilcox-Martin
"On 2021-06-25, Ana Harper paid $136.35 using card number 373411159503422 at Lopez-Harris.",373411159503422,2021-06-25,Ana Harper,136.35,Lopez-Harris
"On 1994-04-09, Tony Smith paid $626.03 using card number 564199097002 at Benjamin-Porter.",564199097002,1994-04-09,Tony Smith,626.03,Benjamin-Porter
"On 1980-12-21, Sean Johnson paid $36.7 using card number 375215681820966 at Fleming Inc.",375215681820966,1980-12-21,Sean Johnson,36.7,Fleming Inc
"On 2018-07-03, Teresa Williams paid $400.08 using card number 4332288985725458 at Hughes, Clark and Bishop.",4332288985725458,2018-07-03,Teresa Williams,400.08,"Hughes, Clark and Bishop"
"On 1994-09-22, Candice Ramirez paid $568.75 using card number 5597102481717520 at Davis-White.",5597102481717520,1994-09-22,Candice Ramirez,568.75,Davis-White
"On 1978-10-11, Scott Stark paid $36.83 using card number 30474721970540 at Richardson-Kirk.",30474721970540,1978-10-11,Scott Stark,36.83,Richardson-Kirk
"On 1997-03-04, Donna Moore paid $646.32 using card number 371687409038028 at Walker Group.",371687409038028,1997-03-04,Donna Moore,646.32,Walker Group
"On 1984-06-21, Grant Munoz paid $144.34 using card number 4577871121663651 at Figueroa, Wilson and Gibson.",4577871121663651,1984-06-21,Grant Munoz,144.34,"Figueroa, Wilson and Gibson"
"On 1984-05-23, Veronica Lewis paid $467.08 using card number 213172359096054 at Cisneros Ltd.",213172359096054,1984-05-23,Veronica Lewis,467.08,Cisneros Ltd
"On 1976-04-16, Debbie Rivas paid $59.78 using card number 6542121461476836 at Peterson-Mullins.",6542121461476836,1976-04-16,Debbie Rivas,59.78,Peterson-Mullins
"On 1992-01-12, Michael Jensen paid $385.31 using card number 4567782659608939 at Downs, Mcmillan and Newton.",4567782659608939,1992-01-12,Michael Jensen,385.31,"Downs, Mcmillan and Newton"
"On 1972-06-25, Margaret Lane paid $219.54 using card number 3502727516480725 at Reese and Sons.",3502727516480725,1972-06-25,Margaret Lane,219.54,Reese and Sons
"On 1978-06-28, Eric Fuentes paid $333.58 using card number 6011963533905504 at Porter, Duarte and Gutierrez.",6011963533905504,1978-06-28,Eric Fuentes,333.58,"Porter, Duarte and Gutierrez"
"On 2014-11-20, Jeffrey Mitchell paid $763.62 using card number 378685127652891 at Frazier, Walters and Park.",378685127652891,2014-11-20,Jeffrey Mitchell,763.62,"Frazier, Walters and Park"
"On 1984-06-02, Mary Christian paid $385.33 using card number 5311096179817896 at Frank PLC.",5311096179817896,1984-06-02,Mary Christian,385.33,Frank PLC
"On 2024-02-10, Shawn Baker paid $754.49 using card number 6011371576605389 at Nunez-Smith.",6011371576605389,2024-02-10,Shawn Baker,754.49,Nunez-Smith
"On 2013-11-08, William Lee paid $833.61 using card number 6011002589552967 at Poole-Solis.",6011002589552967,2013-11-08,William Lee,833.61,Poole-Solis
"On 2012-09-09, Rachel Cameron paid $259.75 using card number 3526265826312819 at Hood-Moore.",3526265826312819,2012-09-09,Rachel Cameron,259.75,Hood-Moore
"On 2000-11-15, Patrick Anderson paid $91.09 using card number 341106092098196 at Welch, Howard and Allen.",341106092098196,2000-11-15,Patrick Anderson,91.09,"Welch, Howard and Allen"
"On 1978-05-08, Ashley Ho paid $29.19 using card number 4383640412090 at Thomas LLC.",4383640412090,1978-05-08,Ashley Ho,29.19,Thomas LLC
"On 2025-01-08, Erik Odonnell paid $544.02 using card number 4175361706171367 at White Inc.",4175361706171367,2025-01-08,Erik Odonnell,544.02,White Inc
"On 1980-05-14, Alexander Hunt paid $999.91 using card number 4155799802841397 at Camacho Inc.",4155799802841397,1980-05-14,Alexander Hunt,999.91,Camacho Inc
"On 2025-01-20, Marissa Owens paid $356.46 using card number 4523124473155 at Graham-Potts.",4523124473155,2025-01-20,Marissa Owens,356.46,Graham-Potts
"On 1988-06-27, Jeremy Carlson paid $653.64 using card number 4234619942379 at Dean-Lawson.",4234619942379,1988-06-27,Jeremy Carlson,653.64,Dean-Lawson
"On 2006-02-06, Ronald Newman paid $783.42 using card number 6011955172084963 at Sanders-Wilson.",6011955172084963,2006-02-06,Ronald Newman,783.42,Sanders-Wilson
"On 2008-08-13, Michelle Lewis paid $655.24 using card number 372531355251053 at Roach-Hoffman.",372531355251053,2008-08-13,Michelle Lewis,655.24,Roach-Hoffman
"On 2003-08-12, Christina Williams paid $756.69 using card number 6593831849196652 at Williams-Hill.",6593831849196652,2003-08-12,Christina Williams,756.69,Williams-Hill
"On 1997-05-30, Diane Skinner paid $950.12 using card number 5472959639040901 at Huang PLC.",5472959639040901,1997-05-30,Diane Skinner,950.12,Huang PLC
"On 2011-09-02, Justin Edwards paid $207.37 using card number 580171644553 at Long Ltd.",580171644553,2011-09-02,Justin Edwards,207.37,Long Ltd
"On 1975-12-28, Misty Perez paid $30.18 using card number 38159103002150 at Ramsey LLC.",38159103002150,1975-12-28,Misty Perez,30.18,Ramsey LLC
"On 1979-05-18, Jamie Hale paid $160.86 using card number 213104010414590 at Murray, Martinez and Atkins.",213104010414590,1979-05-18,Jamie Hale,160.86,"Murray, Martinez and Atkins"
"On 2008-01-03, Edward Miller paid $134.96 using card number 3571883977457318 at Keller Ltd.",3571883977457318,2008-01-03,Edward Miller,134.96,Keller Ltd
"On 2004-12-21, Robert Gill paid $672.76 using card number 4170303763715 at Hodges-Collins.",4170303763715,2004-12-21,Robert Gill,672.76,Hodges-Collins
"On 1981-03-05, Chelsea Ramirez paid $568.33 using card number 30281235679834 at Parker, Kane and Wong.",30281235679834,1981-03-05,Chelsea Ramirez,568.33,"Parker, Kane and Wong"
"On 1980-04-01, Angela Reynolds paid $225.78 using card number 4113072407875413 at Shaw-Romero.",4113072407875413,1980-04-01,Angela Reynolds,225.78,Shaw-Romero
"On 2006-01-14, James Wheeler paid $702.47 using card number 675945106630 at Snyder, Hamilton and Maldonado.",675945106630,2006-01-14,James Wheeler,702.47,"Snyder, Hamilton and Maldonado"
"On 1984-12-18, Jennifer Long paid $769.23 using card number 4131009431814396 at Holloway, Holt and Simpson.",4131009431814396,1984-12-18,Jennifer Long,769.23,"Holloway, Holt and Simpson"
"On 2000-12-23, Carol Cook paid $176.11 using card number 4549401289743254 at Rivers Ltd.",4549401289743254,2000-12-23,Carol Cook,176.11,Rivers Ltd
"On 1973-01-27, Shane Kennedy paid $611.18 using card number 36502412095799 at Bradley LLC.",36502412095799,1973-01-27,Shane Kennedy,611.18,Bradley LLC
"On 1990-06-29, Jimmy Carey paid $750.45 using card number 4211457758471 at Cook, Holmes and Beck.",4211457758471,1990-06-29,Jimmy Carey,750.45,"Cook, Holmes and Beck"
"On 2020-08-27, Valerie Howard paid $123.39 using card number 3514802632570398 at Lee Group.",3514802632570398,2020-08-27,Valerie Howard,123.39,Lee Group
"On 2011-09-03, Joseph Cooper paid $821.11 using card number 4487824556964432 at Hamilton Group.",4487824556964432,2011-09-03,Joseph Cooper,821.11,Hamilton Group
"On 1984-10-15, Mr. Edward Chavez paid $965.07 using card number 3541072728498246 at Petersen-Martinez.",3541072728498246,1984-10-15,Mr. Edward Chavez,965.07,Petersen-Martinez
"On 1975-11-08, Patricia Moore paid $117.02 using card number 30406500425486 at Nelson, Ferrell and Gonzalez.",30406500425486,1975-11-08,Patricia Moore,117.02,"Nelson, Ferrell and Gonzalez"
"On 1991-12-12, Justin Shelton paid $35.42 using card number 3543075366614493 at Taylor, Saunders and Wright.",3543075366614493,1991-12-12,Justin Shelton,35.42,"Taylor, Saunders and Wright"
"On 2016-08-16, Jeremy Edwards paid $318.84 using card number 6011441497826610 at Howard, Gomez and Owens.",6011441497826610,2016-08-16,Jeremy Edwards,318.84,"Howard, Gomez and Owens"
"On 1973-08-23, Stephanie Rich paid $680.57 using card number 6508061294398520 at Martinez-Santiago.",6508061294398520,1973-08-23,Stephanie Rich,680.57,Martinez-Santiago
"On 2009-10-13, Sharon Martinez paid $958.59 using card number 38010415914972 at Dixon, Love and Miles.",38010415914972,2009-10-13,Sharon Martinez,958.59,"Dixon, Love and Miles"
"On 2011-02-02, Ashley Smith paid $402.69 using card number 213187232440790 at Meyer and Sons.",213187232440790,2011-02-02,Ashley Smith,402.69,Meyer and Sons
"On 2011-09-13, Sarah Payne paid $717.86 using card number 4708760146724 at Gonzales, Barrett and Martinez.",4708760146724,2011-09-13,Sarah Payne,717.86,"Gonzales, Barrett and Martinez"
"On 2024-06-06, Donald Cruz paid $85.24 using card number 4223288377441971 at Marshall Group.",4223288377441971,2024-06-06,Donald Cruz,85.24,Marshall Group
"On 1980-10-09, Nathan Hill paid $693.71 using card number 4471960940970525 at Mason-Callahan.",4471960940970525,1980-10-09,Nathan Hill,693.71,Mason-Callahan
"On 1996-10-22, Phillip Turner paid $630.97 using card number 4868122595727 at Hendricks Ltd.",4868122595727,1996-10-22,Phillip Turner,630.97,Hendricks Ltd
"On 1973-01-21, Luis Powell paid $110.88 using card number 36792988425997 at Christian and Sons.",36792988425997,1973-01-21,Luis Powell,110.88,Christian and Sons
"On 2021-01-12, David Johnson paid $774.76 using card number 4177533126613 at Alexander LLC.",4177533126613,2021-01-12,David Johnson,774.76,Alexander LLC
"On 1999-07-16, Courtney Harmon paid $851.79 using card number 3525176298334770 at Stokes, Lee and Perkins.",3525176298334770,1999-07-16,Courtney Harmon,851.79,"Stokes, Lee and Perkins"
"On 1993-12-17, Laura Wells paid $604.41 using card number 4302056981528739 at Montgomery-Hansen.",4302056981528739,1993-12-17,Laura Wells,604.41,Montgomery-Hansen
"On 1989-09-23, Erin Walker paid $129.84 using card number 4766191284117309 at Myers-Howard.",4766191284117309,1989-09-23,Erin Walker,129.84,Myers-Howard
"On 1972-01-16, Thomas Baker paid $984.01 using card number 4189389846908194 at Morgan LLC.",4189389846908194,1972-01-16,Thomas Baker,984.01,Morgan LLC
"On 1974-10-25, Pamela Johnson paid $784.81 using card number 4023850371996 at George-Salazar.",4023850371996,1974-10-25,Pamela Johnson,784.81,George-Salazar
"On 1971-06-17, Samuel Mata paid $353.73 using card number 2707240107835674 at Johnson and Sons.",2707240107835674,1971-06-17,Samuel Mata,353.73,Johnson and Sons
"On 1995-01-09, Jeffrey Prince paid $434.09 using card number 180008706626681 at Lee-Kim.",180008706626681,1995-01-09,Jeffrey Prince,434.09,Lee-Kim
"On 1975-03-20, Alexis Cortez PhD paid $376.87 using card number 563190368909 at Martinez and Sons.",563190368909,1975-03-20,Alexis Cortez PhD,376.87,Martinez and Sons
"On 1990-08-08, Shannon Wallace paid $510.9 using card number 4559342967111483754 at Deleon-Carter.",4559342967111483754,1990-08-08,Shannon Wallace,510.9,Deleon-Carter
"On 1990-10-02, Sarah Meyer paid $347.82 using card number 4845881056974136 at Tran, Martinez and Hardy.",4845881056974136,1990-10-02,Sarah Meyer,347.82,"Tran, Martinez and Hardy"
"On 1996-01-14, Leonard Simpson paid $851.08 using card number 4377107044964104 at Wallace-Walker.",4377107044964104,1996-01-14,Leonard Simpson,851.08,Wallace-Walker
"On 1993-03-15, Leslie Todd paid $824.11 using card number 6011680408509548 at Calderon, Hamilton and Patterson.",6011680408509548,1993-03-15,Leslie Todd,824.11,"Calderon, Hamilton and Patterson"
"On 1971-01-13, Willie Allen paid $114.48 using card number 3518648769984266 at Marsh-Tapia.",3518648769984266,1971-01-13,Willie Allen,114.48,Marsh-Tapia
"On 1988-01-01, Eric Guerrero paid $961.18 using card number 2248459609454497 at Wallace Inc.",2248459609454497,1988-01-01,Eric Guerrero,961.18,Wallace Inc
"On 1974-05-11, Leonard Edwards paid $639.23 using card number 30070578360916 at White-Miranda.",30070578360916,1974-05-11,Leonard Edwards,639.23,White-Miranda
"On 1987-08-18, Amy Klein paid $830.42 using card number 4723229031028795089 at Smith-Kirk.",4723229031028795089,1987-08-18,Amy Klein,830.42,Smith-Kirk
"On 1998-04-22, Jacob Carson paid $710.24 using card number 349351187181331 at May LLC.",349351187181331,1998-04-22,Jacob Carson,710.24,May LLC
"On 2011-06-12, Susan Johnson paid $441.13 using card number 4595565749025040 at Morton PLC.",4595565749025040,2011-06-12,Susan Johnson,441.13,Morton PLC
"On 2005-11-30, Kimberly Martinez paid $736.46 using card number 3536902611398987 at Lawson Ltd.",3536902611398987,2005-11-30,Kimberly Martinez,736.46,Lawson Ltd
"On 1986-05-28, Paul Wilson paid $965.82 using card number 180054394353535 at Oconnor-Beard.",180054394353535,1986-05-28,Paul Wilson,965.82,Oconnor-Beard
"On 1986-09-02, Victoria Frost paid $277.38 using card number 345881579376390 at Craig-Wade.",345881579376390,1986-09-02,Victoria Frost,277.38,Craig-Wade
"On 1987-12-04, Alexis Martinez paid $810.12 using card number 3545511668297320 at Dawson, Harrison and Garcia.",3545511668297320,1987-12-04,Alexis Martinez,810.12,"Dawson, Harrison and Garcia"
"On 2007-11-25, Heather Morales paid $542.79 using card number 630402128866 at Joseph Inc.",630402128866,2007-11-25,Heather Morales,542.79,Joseph Inc
"On 2019-04-01, Melissa Quinn paid $488.66 using card number 379991015767646 at Hendricks, Zuniga and Miller.",379991015767646,2019-04-01,Melissa Quinn,488.66,"Hendricks, Zuniga and Miller"
"On 1976-08-05, Leah Duffy paid $441.22 using card number 676295765728 at Evans LLC.",676295765728,1976-08-05,Leah Duffy,441.22,Evans LLC
"On 1972-11-08, Peter Mckay paid $733.72 using card number 676288986455 at Khan, Simon and Jordan.",676288986455,1972-11-08,Peter Mckay,733.72,"Khan, Simon and Jordan"
"On 2021-05-15, Daniel Roberson paid $275.71 using card number 4154214477324491342 at Johnson Inc.",4154214477324491342,2021-05-15,Daniel Roberson,275.71,Johnson Inc
"On 2018-09-28, Jesse Hardin paid $853.2 using card number 213107053496788 at Calhoun, Wilson and Oneal.",213107053496788,2018-09-28,Jesse Hardin,853.2,"Calhoun, Wilson and Oneal"
"On 2004-11-24, Desiree Mccoy paid $832.42 using card number 30412415131524 at Waters, Mann and Edwards.",30412415131524,2004-11-24,Desiree Mccoy,832.42,"Waters, Mann and Edwards"
"On 1984-12-26, Kevin Wiggins paid $95.8 using card number 630418538009 at Gonzalez, Harrison and Washington.",630418538009,1984-12-26,Kevin Wiggins,95.8,"Gonzalez, Harrison and Washington"
"On 2012-12-10, Michael Austin paid $882.81 using card number 4423183061789322 at Young, Bailey and Moreno.",4423183061789322,2012-12-10,Michael Austin,882.81,"Young, Bailey and Moreno"
"On 1998-11-30, Jeremy Wright paid $251.42 using card number 4347769587413141 at Thompson LLC.",4347769587413141,1998-11-30,Jeremy Wright,251.42,Thompson LLC
"On 1991-08-13, Raymond Green paid $470.06 using card number 4562779630448364 at Myers-Ramos.",4562779630448364,1991-08-13,Raymond Green,470.06,Myers-Ramos
"On 2011-09-26, Mario Gould paid $614.23 using card number 6504735047639280 at Rivera, Jacobs and Smith.",6504735047639280,2011-09-26,Mario Gould,614.23,"Rivera, Jacobs and Smith"
"On 1989-09-30, Jennifer Robbins paid $385.2 using card number 3561558108358328 at Lozano LLC.",3561558108358328,1989-09-30,Jennifer Robbins,385.2,Lozano LLC
"On 2022-07-25, Eric Hall paid $38.41 using card number 6011830008186706 at Wright, Nelson and Martinez.",6011830008186706,2022-07-25,Eric Hall,38.41,"Wright, Nelson and Martinez"
"On 2011-03-21, Rebecca Lee paid $852.44 using card number 6524111860089217 at Glover-Coleman.",6524111860089217,2011-03-21,Rebecca Lee,852.44,Glover-Coleman
"On 2017-10-31, Kristina Webb paid $190.02 using card number 3544731497646130 at Hunter, Reyes and Kaiser.",3544731497646130,2017-10-31,Kristina Webb,190.02,"Hunter, Reyes and Kaiser"
"On 2012-11-12, Eric Thomas paid $220.0 using card number 3558173906375790 at Davis and Sons.",3558173906375790,2012-11-12,Eric Thomas,220.0,Davis and Sons
"On 1992-12-28, Darlene Collins paid $799.85 using card number 4931269789303 at Johnson Ltd.",4931269789303,1992-12-28,Darlene Collins,799.85,Johnson Ltd
"On 1977-02-23, Nancy Quinn paid $346.94 using card number 3504387875357788 at Lyons-Bennett.",3504387875357788,1977-02-23,Nancy Quinn,346.94,Lyons-Bennett
"On 2005-09-12, Kathleen Sims paid $881.52 using card number 503881237104 at Taylor-Sawyer.",503881237104,2005-09-12,Kathleen Sims,881.52,Taylor-Sawyer
"On 2018-08-15, Michael Lang paid $704.17 using card number 6504164485959227 at Stone-King.",6504164485959227,2018-08-15,Michael Lang,704.17,Stone-King
"On 2017-09-25, Willie Smith paid $283.51 using card number 30352287056229 at Gonzalez Inc.",30352287056229,2017-09-25,Willie Smith,283.51,Gonzalez Inc
"On 1983-02-10, Haley Smith paid $20.05 using card number 180051097921584 at Mitchell-Buck.",180051097921584,1983-02-10,Haley Smith,20.05,Mitchell-Buck
"On 2005-07-18, Justin Martinez paid $948.58 using card number 6559648831921349 at Newman, Reyes and Johnston.",6559648831921349,2005-07-18,Justin Martinez,948.58,"Newman, Reyes and Johnston"
"On 1973-07-21, Erica Huang paid $94.76 using card number 3597320331922273 at Hunt Group.",3597320331922273,1973-07-21,Erica Huang,94.76,Hunt Group
"On 1984-07-22, Blake Jacobs paid $722.87 using card number 6554813866675484 at Dougherty LLC.",6554813866675484,1984-07-22,Blake Jacobs,722.87,Dougherty LLC
"On 2011-12-26, Hannah Coleman paid $493.69 using card number 3568774186520571 at Walter, Knapp and Lee.",3568774186520571,2011-12-26,Hannah Coleman,493.69,"Walter, Knapp and Lee"
"On 1988-07-31, Kathryn Smith paid $760.58 using card number 340375830945155 at Holland Ltd.",340375830945155,1988-07-31,Kathryn Smith,760.58,Holland Ltd
"On 2024-12-11, Shaun Christensen paid $693.7 using card number 36044090797727 at Johnson Inc.",36044090797727,2024-12-11,Shaun Christensen,693.7,Johnson Inc
"On 2015-09-24, Nancy Cook paid $649.44 using card number 3522161070518439 at Hurst-Jackson.",3522161070518439,2015-09-24,Nancy Cook,649.44,Hurst-Jackson
"On 1997-11-07, Lee Barker paid $495.91 using card number 3580660138241271 at Reid Inc.",3580660138241271,1997-11-07,Lee Barker,495.91,Reid Inc
"On 1970-09-17, Alicia Jackson paid $795.0 using card number 4851579197111212590 at Little Group.",4851579197111212590,1970-09-17,Alicia Jackson,795.0,Little Group
"On 1983-07-23, Russell Nelson paid $102.12 using card number 2244324064242957 at Krause LLC.",2244324064242957,1983-07-23,Russell Nelson,102.12,Krause LLC
"On 1999-07-11, Keith Chaney paid $229.38 using card number 3541759558720968 at Brewer-Fleming.",3541759558720968,1999-07-11,Keith Chaney,229.38,Brewer-Fleming
"On 2014-10-19, Frank Elliott paid $694.87 using card number 4588418343740182720 at Valenzuela, Morris and Garcia.",4588418343740182720,2014-10-19,Frank Elliott,694.87,"Valenzuela, Morris and Garcia"
"On 2001-01-23, Alex Lamb paid $313.14 using card number 342675512542784 at Johnston, Graham and Ross.",342675512542784,2001-01-23,Alex Lamb,313.14,"Johnston, Graham and Ross"
"On 2010-05-11, Derrick Ray paid $585.74 using card number 4595764038167 at Martin and Sons.",4595764038167,2010-05-11,Derrick Ray,585.74,Martin and Sons
"On 1983-11-02, Bobby Young paid $478.53 using card number 4922501425762702326 at Davis-Sanchez.",4922501425762702326,1983-11-02,Bobby Young,478.53,Davis-Sanchez
"On 1997-03-19, Fernando Mcconnell paid $535.61 using card number 4072517863767313 at Villanueva-Weiss.",4072517863767313,1997-03-19,Fernando Mcconnell,535.61,Villanueva-Weiss
"On 2010-10-10, Jonathan Smith paid $431.25 using card number 3596815790392356 at Melendez-Brewer.",3596815790392356,2010-10-10,Jonathan Smith,431.25,Melendez-Brewer
"On 1998-09-13, Karen Green paid $748.48 using card number 4303461562624460 at Martin Ltd.",4303461562624460,1998-09-13,Karen Green,748.48,Martin Ltd
"On 2014-06-29, Melissa Smith paid $337.48 using card number 213171516025295 at Morales, Wise and Turner.",213171516025295,2014-06-29,Melissa Smith,337.48,"Morales, Wise and Turner"
"On 2005-01-14, Michelle Scott paid $705.83 using card number 4978575851268612052 at Luna, Gibson and Williams.",4978575851268612052,2005-01-14,Michelle Scott,705.83,"Luna, Gibson and Williams"
"On 1972-06-04, Jeremy Evans paid $278.21 using card number 4177509546540842457 at Rodriguez, Dennis and Schmidt.",4177509546540842457,1972-06-04,Jeremy Evans,278.21,"Rodriguez, Dennis and Schmidt"
"On 2019-11-11, Dana Petersen paid $258.89 using card number 6011218122764576 at Carroll, Williams and Nguyen.",6011218122764576,2019-11-11,Dana Petersen,258.89,"Carroll, Williams and Nguyen"
"On 1987-06-25, Alex Clements paid $129.45 using card number 503891681549 at Delgado, Andrade and Copeland.",503891681549,1987-06-25,Alex Clements,129.45,"Delgado, Andrade and Copeland"
"On 2020-10-28, Philip Kim paid $200.66 using card number 6011394498830596 at Osborne, Hill and Powers.",6011394498830596,2020-10-28,Philip Kim,200.66,"Osborne, Hill and Powers"
"On 1985-04-20, Madison Davis paid $128.36 using card number 3524406306244799 at Fletcher and Sons.",3524406306244799,1985-04-20,Madison Davis,128.36,Fletcher and Sons
"On 2000-03-29, Gilbert Reed paid $540.51 using card number 2720497969586786 at Murray Ltd.",2720497969586786,2000-03-29,Gilbert Reed,540.51,Murray Ltd
"On 1990-09-09, Mrs. Nicole Moreno paid $764.57 using card number 30382646091781 at Potter-Hayes.",30382646091781,1990-09-09,Mrs. Nicole Moreno,764.57,Potter-Hayes
"On 1985-12-21, Diane Manning paid $193.3 using card number 30029929596602 at Morse-Anderson.",30029929596602,1985-12-21,Diane Manning,193.3,Morse-Anderson
"On 1991-09-26, Jennifer Greene paid $224.22 using card number 3516331942268657 at Mccoy-Beck.",3516331942268657,1991-09-26,Jennifer Greene,224.22,Mccoy-Beck
"On 2014-08-27, Ronald Hines paid $489.36 using card number 4888636774722649 at Vega Inc.",4888636774722649,2014-08-27,Ronald Hines,489.36,Vega Inc
"On 1987-01-04, Theresa Nguyen paid $727.34 using card number 6566309329981995 at Hudson Group.",6566309329981995,1987-01-04,Theresa Nguyen,727.34,Hudson Group
"On 1984-02-02, Edward Kline paid $976.84 using card number 4509688327532735 at Murray, Sanchez and Morrison.",4509688327532735,1984-02-02,Edward Kline,976.84,"Murray, Sanchez and Morrison"
"On 2001-12-31, Jennifer Meyer paid $529.39 using card number 4781952371004 at Jones-Butler.",4781952371004,2001-12-31,Jennifer Meyer,529.39,Jones-Butler
"On 2023-11-14, Norma Riley paid $290.17 using card number 4980770460568761129 at Bowen LLC.",4980770460568761129,2023-11-14,Norma Riley,290.17,Bowen LLC
"On 2017-08-09, Jeremy Cobb paid $109.52 using card number 6523734151773453 at Carroll-Wheeler.",6523734151773453,2017-08-09,Jeremy Cobb,109.52,Carroll-Wheeler
"On 1978-10-01, Brittany Trujillo paid $202.18 using card number 4840359544294776 at Lawson Group.",4840359544294776,1978-10-01,Brittany Trujillo,202.18,Lawson Group
"On 1995-09-21, Kathryn Mills paid $235.21 using card number 4039429045886792524 at Wong-Harrell.",4039429045886792524,1995-09-21,Kathryn Mills,235.21,Wong-Harrell
"On 2014-03-26, Richard Mccormick paid $187.65 using card number 30276015343320 at Kelly Group.",30276015343320,2014-03-26,Richard Mccormick,187.65,Kelly Group
"On 2024-04-19, Kimberly Miller paid $24.01 using card number 3583350615814884 at Griffin PLC.",3583350615814884,2024-04-19,Kimberly Miller,24.01,Griffin PLC
"On 1974-05-02, Colton Rivas paid $538.79 using card number 4423372094847 at Mills Inc.",4423372094847,1974-05-02,Colton Rivas,538.79,Mills Inc
"On 1976-10-18, Jeremy Alvarez paid $281.57 using card number 4399771805134 at Lawrence, George and Evans.",4399771805134,1976-10-18,Jeremy Alvarez,281.57,"Lawrence, George and Evans"
"On 2012-12-12, Darlene Russell MD paid $974.55 using card number 676261739970 at Murphy Group.",676261739970,2012-12-12,Darlene Russell MD,974.55,Murphy Group
"On 1970-06-11, Peter White paid $557.83 using card number 180044835488479 at Barry-Hicks.",180044835488479,1970-06-11,Peter White,557.83,Barry-Hicks
"On 2004-02-23, Pamela Lewis paid $700.44 using card number 30221641758236 at Flores-Moreno.",30221641758236,2004-02-23,Pamela Lewis,700.44,Flores-Moreno
"On 2010-07-04, Jose Wells paid $135.02 using card number 2269392523622929 at Chan-Adams.",2269392523622929,2010-07-04,Jose Wells,135.02,Chan-Adams
"On 2022-03-14, Robert Proctor paid $869.78 using card number 4452455574696606063 at Smith-Bush.",4452455574696606063,2022-03-14,Robert Proctor,869.78,Smith-Bush
"On 1975-01-24, Jessica Hill paid $495.97 using card number 4450566588334 at Martin Ltd.",4450566588334,1975-01-24,Jessica Hill,495.97,Martin Ltd
"On 1989-05-05, Desiree Wood paid $873.99 using card number 38067349960109 at Ruiz Ltd.",38067349960109,1989-05-05,Desiree Wood,873.99,Ruiz Ltd
"On 2006-02-19, Pamela Green paid $578.32 using card number 2276229493817355 at Norris-Taylor.",2276229493817355,2006-02-19,Pamela Green,578.32,Norris-Taylor
"On 1978-02-10, Paul Johnson paid $474.7 using card number 2275732573755347 at Jenkins, Foster and Tucker.",2275732573755347,1978-02-10,Paul Johnson,474.7,"Jenkins, Foster and Tucker"
"On 2006-09-01, Shelley Murphy paid $446.06 using card number 676108509602 at Campbell-Cook.",676108509602,2006-09-01,Shelley Murphy,446.06,Campbell-Cook
"On 2000-09-16, Jessica Hill paid $192.52 using card number 5391818281979311 at Hernandez, Rivera and White.",5391818281979311,2000-09-16,Jessica Hill,192.52,"Hernandez, Rivera and White"
"On 2009-10-07, Chris Foley paid $60.86 using card number 3578606940960032 at Saunders, Patel and Valdez.",3578606940960032,2009-10-07,Chris Foley,60.86,"Saunders, Patel and Valdez"
"On 1993-09-19, Amanda Anderson paid $941.65 using card number 4923234210895 at Murphy LLC.",4923234210895,1993-09-19,Amanda Anderson,941.65,Murphy LLC
"On 2020-08-16, Travis Johnson paid $482.95 using card number 4342643350277 at Clark, Williams and Gonzales.",4342643350277,2020-08-16,Travis Johnson,482.95,"Clark, Williams and Gonzales"
"On 2021-01-06, John Jacobs paid $823.89 using card number 4691128981232 at Perry-Clark.",4691128981232,2021-01-06,John Jacobs,823.89,Perry-Clark
"On 2014-05-15, Eric Brown paid $406.7 using card number 2657481700666153 at Perez-Haynes.",2657481700666153,2014-05-15,Eric Brown,406.7,Perez-Haynes
"On 2024-08-08, Pamela Brown paid $83.34 using card number 4704502329028225 at Cline Ltd.",4704502329028225,2024-08-08,Pamela Brown,83.34,Cline Ltd
"On 1991-11-07, Susan Baker paid $633.15 using card number 4962622822512073463 at Logan LLC.",4962622822512073463,1991-11-07,Susan Baker,633.15,Logan LLC
"On 1993-09-23, Carolyn Garcia paid $63.07 using card number 675902608693 at Davis Inc.",675902608693,1993-09-23,Carolyn Garcia,63.07,Davis Inc
"On 2018-09-30, Holly Austin paid $157.71 using card number 2576872904774256 at Woods Ltd.",2576872904774256,2018-09-30,Holly Austin,157.71,Woods Ltd
"On 1992-05-13, Cody Hopkins paid $567.21 using card number 3523822311649130 at Dickson, Barnett and Meyer.",3523822311649130,1992-05-13,Cody Hopkins,567.21,"Dickson, Barnett and Meyer"
